Report_ID,Event_Date,Age,Time,Nature,Establishment,Summary,Degree
653510,2015-02-09,25.0,17.0,Other,Mercer Well Service,"At 4:30 p.m. on February 9, 2015, an employee was working on a service rig  floor attaching elevators to the 2 7/8 inches diameter x 31 ? feet long PH6  P110 Tubing that was being removed from the well.  The elevator doors opened  and the tubing it carried spilled outwards, striking the employees head who  was working below. The employee was struck and killed from the tubing.",Fatality
627700,2015-02-16,41.0,12.0,Other,"Road Runner Trucking, Llc","At 12:00 p.m. on February 16, 2015, an employee was struck and run over by a  front end loader that had backed up after picking up some cribbing from the  ground.  The employee had his chest and head crushed when the front end loader  ran over him, killing him onsite.",Fatality
627700,2015-02-20,20.0,15.0,Burn/Scald(Heat),"Overflow Energy, Llc","At 3:00 p.m. on February 20, 2015, an employee was grinding on a ""U"" shaped  pipe at top of a saltwater receiving tank.  An explosion and fire occurred at  the tank which blew off the tank lid.  The employee fell 16 feet into the tank  which held saltwater from the oil and gas drilling operations and drowned.",Fatality
627500,2015-02-23,31.0,16.0,Other,Rig Power Inc.,"At 4:00 p.m. on February 23, 2105, an employee was removing the drive shaft  from the rear axle of his company truck.  When the drive shaft was removed,  the truck's transmission slipped out of it's parking gear and rolled over the  employee, crushing him underneath it.  The local fire department responded to  the accident scene.",Fatality
627510,2015-03-10,19.0,2.0,Burn(Chemical),Mason Well Service,"At 1:30 a.m. on March 10, 2015, three employees were securing the blow out  preventer (BOP) to the well head. While the employees were securing the BOP,  gas was released and came into contact with an ignition source causing a fire  to start. All three employees died from burns to the entire body and from  smoke inhalation.",Fatality
653510,2015-03-11,36.0,10.0,Puncture,Warrior Energy Services,"At 9:30 a.m. on March 11, 2015, and employee was preparing perforation gum  with explosives.The perforation unexpectedly fired with the employee being in  close proximity. The employee was struck by shape charge hot gases and killed.",Fatality
636900,2015-03-24,24.0,16.0,Other,"Reliance Well Service, Inc.","At 4:15 p.m. on March 24, 2015, an employee was on the rig floor waiting to  replace the wiper plate.When the operator lifted the block and the elevator  wire rope/line parted/broke. When the line parted, the block and elevator  struck the employee on the rig floor. The employee sustained whole body  internal injuries.",Fatality
626600,2015-04-01,43.0,14.0,Fracture,"Ios/Pci, Llc","At approximately 2:20 p.m. on April 1, 2015, Employee #1 and a coworker were  removing a 50 ft steel pipe that was to be loaded on a truck and transported  to a pipe inspection area at the same facility. Employee #1 had been waiting  on the forklift operator to arrive at the pipe rigging area. After waiting,  Employee #1 started removed cribbing from the pipe rig. As he removed the  cribbing, two 50 ft steel pipes rolled and struck Employee #1, causing a  traumatic head injury that killed him.",Fatality
854910,2015-04-02,37.0,15.0,Other,"Sci Welding & Oilfield Services, Inc.","At approximately 3:00 p.m. on April 2, 2015, Employee #1 was opening the  blow-down valve to a 8-in. launching unit. As he worked, either the blow-down  discharge assembly struck him in the head or the force of the gas being  discharged caused him to fall backwards, striking his head on the ground.  Employee #1 suffered a head injury from the incident that resulted in brain  swelling. Employee #1 was transported to a medical center, where he died.",Fatality
627700,2015-04-23,52.0,17.0,Bruise/Contus/Abras,Nalco Champion An Ecolab Company,"At 5:00 p.m. on April 4, 2015, an employee was attempting to inject a natural  gas well with chemicals to treat the well. High pressure was introduced into a  low pressure system resulting in an overload, the overloaded pipe struck the  employee. The employee was killed due to blunt force trauma from the metal  piping.",Fatality
626000,2015-05-01,39.0,16.0,Cut/Laceration,"H & K Well Service, Llc","At 3:54 p.m. on May 1, 2015, an employee was assessing a problem with a sand  line on top of the draw works of a work-over rig where a spool drum cable line  was loose.  The employee directed the rig operator to raise the rig block and  started to climb down from the work-over rig and slipped.  The employee then  tried to break his fall using his left leg; however, it became tangled in the  drill line cable.  It wrapped around the employees upper thigh area and  pulled him into the rotating spool.  The employees head struck the spool as  well and had several injuries to the front and back area of it.  When examined  by the coroner, the cause of death was listed as electrocution from an unknown  source.",Fatality
524530,2015-05-07,32.0,13.0,Fracture,"Geo. N Mitchell Drlg. Co., Inc.","At 1:00 p.m. on May 7, 2015, Employee #1 was working as part of a crew and  they were having trouble maintaining control of the drill collars during a  drilling operation.  The employee was working alone at board level of 55 feet  above the ground and Employee #2 was yelling to line up the drill collar.  Employee #1 could not align the drill collar because of the weight of it and  the angle the collar was leaning.  When attempting to align the collar, it  started to fall forward and Employee #1 could not hold onto it.  He attempted  to wrap his legs and arms around the drill collar and slid down 55 feet to the  ground where Employee #2 and a co-worker attempted to catch him.  Employee #1  knocked both to the ground, injuring Employee #2's shoulder.  Employee #1's  injuries consisted of two broken ankles, a broken heel, and abrasions on both  arms that came from him grabbing the steel pipe.",Hospitalized injury
627700,2015-05-12,28.0,8.0,Amputation,"Kenai Mid-Continent, Inc.","At 7:45 a.m. on May 12, 2015, an employee was running a bridal line up through  the derrick of a drilling rig.  The employee had to have one of his toes  amputated when his steel toe boot was crushed, while he was lifted by an air  hoist and his boot was caught by a structural member.",Non Hospitalized injury
627510,2015-05-17,49.0,19.0,Cut/Laceration,"Steinberger Drilling Company, Ltd","At 6:45 p.m. on May 17, 2015, an employee was helping to control a casing that  was stacked on a drilling platform prior to installation into a well.  The  casing shifted and came loose from other pieces.  The employee was caught by  the casing and thrown off the drilling platform and subsequently dragged along  the ground, fracturing his skull and causing other bodily injuries.  The  employee died from his injuries.",Fatality
626000,2015-06-02,45.0,18.0,Heat Exhaustion,Primoris Energy Services Corporation,"At 5:30 p.m. on June 2, 2015, an employee was part of a four-man crew tasked  with replacing filters on a separator vessel for a customer. The employee felt  dizzy, disoriented and then sat in the truck trying to cool off.  The  co-worker drove the employee two and half hours home to Mathis, TX, where he  was dropped off.  The employee passed away at his home a short time after his  arrival. The employee sustained a heart attack, Thrombus (blood clot) caused  myocardial ischemia (loss of blood flow) which led to fatal ventricular  arrhythmia and death.",Fatality
626600,2015-06-10,66.0,16.0,Electric Shock,"Brg Energy, Inc.","At 3:45 p.m. on June 10, 2015, an employee was loading oil & gas equipment on  a 6 by 12 trailer.  The employee was attempting to load a 4 foot by 9 foot  oil/gas separator using a 20 foot chain and a Skytrak forklift. The boom of  the forklift made contact with a 7.2kv overhead power line. The employee was  electrocuted and killed.",Fatality
830300,2015-06-16,32.0,12.0,Other,"Elite Inspections, Inc.","At 11:30 a.m. on June 16, 2015, an employee was found unresponsive in a  porta-potty where he may have been for longer than one hour.  After being  found, co-workers attempted CPR without success.  First responders indicated  that the employee was deceased upon their arrival.  Initial reports indicate  that drug overdose was a potential cause of death.",Fatality
729700,2015-06-30,30.0,18.0,Heat Exhaustion,"Klima Well Service, Inc.","At 5:30 p.m. on June 30, 2015, an employee was working outside on a hot day in  the oil patch. The employee was removing oil well piping and rods from an oil  well.  The employee was working at chocking the tubing/piping and went around  to the front of the rig. Co-workers went on break and did not see the employee  so they went to find him and found him lying on the ground, breathing with a  pulse and eyes open but unresponsive.  The co-workers called 911 and loaded up  the employee into the truck and drove him to the emergency room, roughly 3  miles away.  The employee died and the death was attributed to the heat  outside which lead to a heat stroke.",Fatality
636900,2015-07-03,60.0,8.0,Other,Atlas Resource Partners,"At approximately 8:00 a.m. on July 3, 2015, Employee #1 was cutting a pipe  with a Dewalt reciprocating saw. As he worked, he lost his balance and fell.  Employee #1 landed on his head and sustained a traumatic head injury that  killed him.",Fatality
626600,2015-07-06,35.0,15.0,Cut/Laceration,"C & J Well Services, Inc.","At approximately 2:50 p.m. on July 6, 2015, Employee #1 was rigging a  catwalk/pipe handler to be lifted off a flatbed trailer. The chains and hooks  were wrapped around the channel iron of the catwalk/pipe handler. As the  equipment was being lifted, the rigging failed causing the catwalk to fall and  turn on its side striking Employee #1 in his back and killing him.",Fatality
950647,2015-07-17,29.0,11.0,Other,Oil Well Service Company,"At approximately 10:45 a.m. on July 17, 2015, Employee #1 was walking on a  beam. An air-driven oil pumping unit controlled the movement of beam through  the pumping unit that regulated airflow into the system. He walked on the beam  from a fixed ladder to the tie off point (loop line) on a rig located at the  opposite end of the beam. While walking on the beam, the air-driven oil  pumping unit engaged and the system's cylinder lifted, causing the beam to  move upward quickly. Employee #1 was bucked off the beam and fell  approximately 17 ft, striking his head and body against the ground and he was  killed. Employee #1 had on a safety harness, but his lanyard was not connected  to an anchor point.",Fatality
627700,2015-07-23,27.0,11.0,Cut/Laceration,Basic Energy Services,"At 11:15 a.m. on July 23, 2015, Employee #1 was racking drill pipe on a oil  and gas well platform. The service rig derrick fell over, crushing and killing  Employee #1.",Fatality
627510,2015-07-24,58.0,9.0,Other,"D & D Dawson Enterprises, Llc","At 9:00 a.m. on July 24, 2015, Employee #1 was on her way to pick up a load of  salt water for an energy drilling company. She was struck by a company  semi-truck that was attempting to back up. Employee #1 was killed and  sustained blunt force injuries to her leg and torso.",Fatality
1032500,2015-07-25,23.0,9.0,Other,"National Ewp, Inc.","At 8:30 a.m. on July 25, 2015, Employee #1 was directing the Morooka driver to  a new downhill location using hand and verbal signals. The employee was  directing the driver to move forward and proceed to the right. Employee #1  walked in-between a parked pickup and the tail end of the Morooka as it was  moving away from him. Employee #1 was caught between its left rear end and the  parked pick up truck, crushing and killing him.",Fatality
830300,2015-07-27,70.0,10.0,Fracture,Badlands Power Fuels,"At 9:30 a.m. on July 27, 2015, Employee #1 loaded his tanker with production  water and drove off the well site. He lost control of the tanker five miles  south of the well site at a curve in the road.The tanker rolled over and  Employee #1 was killed from multiple injuries.",Fatality
625400,2015-08-03,52.0,20.0,Heat Exhaustion,Htc Express Inc.,"At 7:30 p.m. on August 3, 2015 a sand truck driver employee as off loading  frac sand from a sand truck (pneumatic trailer) into a Sand King on the frac  site. The employee was outside in hot weather, watching the gauges on the  truck for at least an hour between 4:45 pm - 6:30 pm. The employee finished  blowing off the load of frac sand and pulled away from the well head to about  1/4 mile down the lease road. The employee pulled over, parked, and reported  to the Dispatcher that he was very hot and needed water. The employee reported  the same to his wife afterwards on the cell phone and said he was going to  drive to the truck stop in Gonzales to cool off. He was found dead in his  truck at 7:30 pm by a coworker.  The cause of death is not yet determined. The  employee may have become overheated while working outside, watching pneumatic  gauges on his truck during blow down (unloading of sand).",Fatality
627510,2015-08-11,34.0,15.0,Other,"Viva Well Servicing Company, Lp","At 2:30 p.m. on August 11, 2015, an employee was killed in a flash fire while  working on controls to work over a rig. The employee and coworkers were  working a pump jack and trying to get it flowing again when the well began to  come in. The employees were trying to close BOP and close the valve when the  gas found a heat source, causing a sudden fire.",Fatality
636900,2015-08-13,48.0,17.0,Other,Albany Chemical,"At 5:00 p.m. on August 13, 2015, an employee was filling a drum with a  chemical located on a pumping unit on an oil well site. The employee was  struck by a counterweight of the pumping unit and pinned between it and the  frame of the unit.  The employee sustained crushing injuries to the torso and  was killed.",Fatality
626700,2015-09-05,57.0,,Asphyxia,"Kinder Morgan, Inc.","On September 5, 2015, an employee operating a Caterpillar D6T dozer was moving  loose coke debris within range of an excavator. The excavator was used to move  the debris to the hopper. The debris  was then sent to the conveyor system to  be sent out. Heavy equipment was backed up into a drain/sump area where high  temperature water from the coke drums was poured onto it. The water then ran  off to a ""maze"" system"", then back to the process area. The water level was  reported above the cab of the dozer, and the water was about 200 degrees  Fahrenheit. The employee drowned in the scalding water.",Fatality
627700,2015-09-24,24.0,9.0,Other,Noram Drilling Company,"At 9:00 a.m. on September 24, 2015, an employee was working for a firm that  drilled oil and gas wells. He was performing rig-up activities. He was  standing up an A-leg and the crane lifted the A-leg. The employee installed a  pin intended to hold the A-leg in place. The crane operator unhooked from the  A-leg and moved the crane's boom away. The employee was hammering on  something, possibly the ladder on the A-leg. There was supposed to be a keeper  in the pin to keep it from coming out of position. The keeper was not in the  pin. It is unclear whether the employee removed the pin or if it was  accidentally knocked out. In either case, the A-leg fell, striking the  employee. He sustained blunt force trauma to his head and neck. The employee  was killed from his injuries.",Fatality
625700,2015-10-08,40.0,11.0,Concussion,"Transcontinental Gas Pipe Line Company, Llc.","At 11:00 a.m. on October 8, 2015, four employees were welding and cutting  flanges on the south header section of a slug catcher assembly.  An employee  began to weld a 3-inch flange connected to a slug catcher which had previously  contained flammable hydrocarbon sludge. An arc from the welder may have been  the ignition source that triggered an explosion of vapors from the flammable  hydrocarbon sludge material in the slug catcher.  Four employees were killed  in the explosion.",Fatality
625700,2015-10-15,32.0,13.0,Other,Texas Petroleum Investment Company,"At 12:40 p.m. on October 15, 2015, five employees (crew members) had been  servicing the oil and gas wells. The vessel crew members  included Employees  #1 and #2 who worked for a petroleum company and Employees #3 and #4 who were  temporary employees from a staffing company and there was one co-worker.  The  employees tied up the 32 foot work boat to the West  Battery Facility and went  into the crew quarters to eat lunch.  As the employees were talking, they  remembered a task they were supposed to have completed before coming back to  the production facility for lunch. Employees #2 and #3 went back to the 32  foot work boat and headed out into the lake. A few seconds passed when a large  explosion was heard. The three employees inside the crew quarters came rushing  out and ran over to where the boat had been tied up. When they arrived they  noticed the boat had exploded and separated into several pieces and was  burning. The three employees searched and yelled for Employees #2 and #3 who  had been on the vessel but could not find any survivors. A phone call was then  made to the company and the emergency notification plan was put into action.  Employees #2 and #3 were both killed in the explosion.",Fatality
627510,2015-11-01,40.0,18.0,Burn/Scald(Heat),"Wtg Gas Processing, Lp East Vealmoor Plant","At 6:00 p.m. on November 1, 2015, a gas processing plant worker was killed in  a flash fire.  While at the control room of the processing plant, the worker  observed that the flare was not burning. He drove from the control room to the  flare area to ignite the flare when a flash fire occurred. He suffered burns  of over 60 percent of his body, resulting in his death.",Fatality
627510,2015-11-07,37.0,7.0,Other,Globe Energy Services Llc,"At 7:00 a.m. on November 7, 2015, a worker was using oxygen and an acetylene  torch to remove clips used to hold the rear hatch of a tanker trailer.The  tanker trailer was used to haul water from oil and gas batteries. As the  worker used the torch to remove the clips, an explosion occurred, causing the  worker to be thrown 50 feet from where he was standing. Both his legs were  amputated, resulting in his death.",Fatality
625500,2015-12-01,42.0,8.0,Asphyxia,Alexander Petroleum Solutions Inc.,"At 7:45 a.m. on December 1, 2015, an employee entered a storage tank that held  Naptha and was overcome due to the low oxygen atmosphere that was recorded at  approximately 3 percent oxygen.",Fatality
627510,2015-12-14,59.0,,Cut/Laceration,Bison Trucking Llc,"On December 14, 2015, an employee was assisting with the transfer of crane  counterweights when the crane fell on the employee, catching him between the  crane and an adjacent trailer.  The employee was killed when his midsection  sustained multiple injuries when crushed between the two vehicles.",Fatality
316400,2015-12-17,20.0,20.0,Asphyxia,George Edwin Balis,"At 7:45 p.m. on December 17, 2015, an employee was working as a well tender  and gauging the depth level of an oil and gas catch tank.  The employee was  found unresponsive with his head inside the top shell manhole of a 210 bbl  separator tank on a gas well site.  Emergency Services responded and they  transported the employee to a local funeral home where he was pronounced dead  by the coroner.",Fatality
627510,2016-01-04,23.0,11.0,Other,"Water Rescue Services Holdings, Llc","At 10:30 a.m. on January 4, 2016, a worker was checking email in an office  building when chemicals caught fire and the building exploded. The worker was  engulfed by flames and smoke. The worker was killed in the explosion.",Fatality
524500,2016-01-12,59.0,7.0,Bruise/Contus/Abras,"Pioneer Oil Company, Inc.","At 6:57 a.m. on January 12, 2016, an employee was caught in a rotating/turning  clutch assembly. He was found by a co-worker at approximately 2:22 PM.  The  employee had been at the pump jack to start the oil rig. He was engaging the  clutch assembly when he caught his shirt in the rotating clutch assembly. The  employee was beaten up, while engaged in the clutch assembly.  His shirt was  torn off of him and he was found lying under that portion of the machine dead.",Fatality
316400,2016-02-23,40.0,16.0,Cut/Laceration,"Ronald Lane, Inc.","At approximately 4:00 p.m. on February 23, 2016, Employee #1 was preparing to  close a vent line valve attached to a 16 inch natural gas line pig receiving  station.  The vent line is used to release gas in the 16 inch line during the  pigging or line cleaning operation. The 6 inch nipple pipe connecting the vent  line valve to the main pipeline launched explosively out of its threaded  coupling and the valve assembly struck Employee #1 in the forehead killing  him.",Fatality
627510,2016-04-03,70.0,22.0,Other,"Francis Drilling Fluids, Ltd","At 9:30 p.m. on April 3, 2016, an employee was working for a firm that  supported well drilling operations. He was preparing to transfer sand from a  rail car to a waiting truck using a conveyor system. As the employee stepped  across the moving conveyor belt, he became caught in the conveyor belt system  and he was fatally injured.",Fatality
627510,2016-05-19,38.0,10.0,Burn/Scald(Heat),"Aqua Terra Intermediate Holdco, L.P.","At 10:00 a.m. on May 19, 2016, an employees was using the porta potty.  The  porta potty exploded and caught fire while employee was inside. The employee  was killed from burns to the body.",Fatality
627510,2016-05-19,38.0,10.0,Burn(Chemical),"West Texas Transports, Llc","At 10:00 a.m. on May 19, 2016, an employee was unloading salt wastewater from  the oil fields.  After unloading the truck, the employee went to use the  bathroom located next to the hooking valves for unloading.  The bathroom  caught fire and the employee was killed from after-burns to 90 percent of his  body.",Fatality
626000,2016-05-26,46.0,5.0,Asphyxia,"Arrow Drilling Company, Inc.","At 5:07 a.m. on May 26, 2016, an employee was connecting a trailer to a 5th  wheel plate by guiding the driver of the truck using a flashlight and hand  signals. He was kneeling under the table of casing in order to see the pin of  the fifth wheel and the tractor trailer. He was directed by the driver to  kneel under the table of casing because it was the safest area. At some point  the employee moved from his kneeling position and the driver noticed he was  standing and nearer the tractor trailer. The trailer bed slid off the fifth  wheel and pinned the employee between the trailer bed and the table of casing.  The worker was pinned between the trailer and table and was killed by  asphyxiation.",Fatality
830300,2016-06-18,40.0,9.0,Burn/Scald(Heat),Weatherford U.S. L.P.,"At approximately 8:30 a.m. on June 18, 2016, an employee was having a  discussion from a Genie lift and there was an explosion. The employee suffered  burns and was killed.",Hospitalized injury
830300,2016-06-20,36.0,22.0,Concussion,Advanced Energy Llc,"At approximately 10:00 p.m. on June 20, 2016, an employee was observing pipe  removed from a well hole.  The employee entered the restricted area to make  equipment adjustments and was struck by the foot pad on the pipe handling  cantilever boom as it was traveling down. The employee was killed.",Fatality
627700,2016-07-07,56.0,9.0,Other,"Rk Oilfield Services, Llc","At 9:00 a.m. on July 7, 2016, an employee, who was previously on medical  leave, returned to work to inquire about when he could return to work. While  onsite, the employee suffered a heart attack and died.",Fatality
830300,2016-07-09,44.0,18.0,Other,Lunderby Trucking Llc,"At 6:00 p.m. on July 9, 2016, an employee was working for a trucking firm that  provided support activities for energy firms in the shale formation. He was  working as a truck driver. He was driving toward the intersection of North  Dakota Highway 23 and US Route 85. He had previously filled a tanker of oil at  a well site. His tanker truck rolled over at the ramp unto US Route 85. He  struck the interior of the cab's truck. He sustained blunt force trauma to his  head and face and he was killed.",Fatality
855610,2016-07-14,28.0,11.0,Cut/Laceration,C L Well Service Inc,"At approximately 11:00 a.m. on July 14, 2016, Employee #1, a floor hand, was  servicing a rig manufactured by Watson Hopper Inc., type GXHTA Serial number  2037, powered by a Cummins Detroit S-60 with a 475-550 horsepower engine.  He  was using a self-retracting lifeline manufactured by DBI SALA, serial number  093893, model number 3403600, date of manufacture 12-07, lot number 13407420,  and a fall protection harness.  Employee #1 climbed the west derrick ladder to  access the tubing board in order to install the shive needed for a wire line  that would be dropped down a hole with a detonation device to dislodge a stuck  packer.  Upon entering the tubing board, Employee #1 remained connected to the  west self-retracting lifeline instead of connecting to the rod basket fall  protection system that was mounted directly above him.  Employee #1 still  connected to the west self-retracting lifeline crossed over the tubing board  to the east side in order to access the location were the shive was to be  installed.  A coworker was operating the servicing rig, model number 74-AWT  made by McKissick.  After Employee #1 and the coworker made eye contact a nod  was given to raise the traveling block vertically.  When the traveling block  was raised it contacted the self-retracting lifeline that Employee #1 was  connected to, raising him into the air until contact was made with the rod  basket. The self-retracting lifeline failed and Employee #1 fell approximately  70 feet and was killed.",Fatality
316400,2016-07-17,53.0,16.0,Asphyxia,Energy Corporation Of America,"At approximately 4:00 p.m. on July 17. 2016, Employee #1, a foreman, was  working by himself fixing a leaking pipeline. He located the leak and dug a 46  inch hole with a shovel. He installed a clamp on the pipe to stop the leak  without shutting off the gas supply.  The next day Employee #1 was found with  his head in the hole, unconscious. Employee #1 died of asphyxiation.",Fatality
626600,2016-07-20,35.0,0.0,Heat Exhaustion,"Drum Equipment, Inc.","At 11:30 p.m. on July 20, 2016, an employee was riding back to the shop in a  work truck. When the truck arrived to the shop the employee jumped out and  starting running to the back side of the property. When he was found ten to  fifteen minutes later he was breathing and had a pulse but was unresponsive.  The employee died of a possible heat stroke.",Fatality
627510,2016-08-24,24.0,9.0,Other,"C. C. Forbes, Llc","At approximately 9:00 a.m. on August 24, 2016, Employee #1 was running rods  from a rod basket. The block slammed into the crown and broke the block from  the cable. Employee #1 was struck and killed by the block.",Fatality
830300,2016-08-25,27.0,14.0,Concussion,"Indian Head Pipeline Services, Llc","At approximately 2:00 p.m. on August 25, 2016, Employee #1 was struck in his  head by a rigging spring from a Landoll 1550 series in row ripper.  Employee  #1 was killed by the impact.",Fatality
627510,2016-08-31,33.0,14.0,Other,"Norton Energy Drilling, Llc","At 1:30 p.m. on August 31, 2016, Employees #1 and #2 were rigging down to move  the rig to another location. The employees were standing on the trolley in the  derrick while attempting to disconnect the equalizer from the block. The task  required removing a pin from the becket to ensure stability during transport.  The employees attempted to put the pin back into the becket, when the drill  line move, causing the trolley to come off the rail and fell to the ground  taking both employees with it. Employees #1 and #2 fell 13 feet and were  killed.",Fatality
626000,2016-09-01,57.0,17.0,Concussion,"Mesa Southern Cws Acquisition, Lp","At approximately 5:00 p.m. September 1, 2016, an employee on the tubing of a  vertical natural gas well with a depth of about 17,000 feet, was backing off  the tubing (via tongs) below where a fishing tool was stuck. The employee  started to back off the tubing approximately 9 turns. Suddenly, the tubing and  the sucker rod started to spin rapidly in a counter clockwise direction and  struck the employee on the head. The sucker rod hit the employee and sheared  off the top part of his head. The sucker rod was 0.625 inch thick and  approximately 25 to 30 feet long, rated at 20,000 PSI.",Fatality
627510,2016-09-12,54.0,,Other,"Preferred Oilfield Services, Llc","On September 12, 2016, at 12:00 a.m., an employee was pumping produced water  from a tank battery into the tank on his truck. The employee was found dead  near his vehicle. He died of a heart attack.",Fatality
625400,2016-10-05,40.0,10.0,Burn/Scald(Heat),Venture Energy Services,"At 9:30 a.m. on October 5, 2016, an employee was assisting in assembling a  BOP.  Gas fumes ignited resulting in burns to the employee.",Hospitalized injury
653510,2016-10-08,34.0,4.0,Concussion,"North American Tubular Services, Llc","At approximately 3:30 a.m. on October 8, 2016, an employee was operating the  hydraulic tongs from the rig floor.  Two coworkers opposite him on the rig  floor had latched the elevators around a joint of flush casing with nubbing on  top. The rig operator began lifting the casing when it detached from the  nubbing and came out of the elevators and struck the employee operating the  tongs. The employee was hit on the head and shoulders by the 5.5 inch well  casing.  The employee suffered from broken bones and internal bleeding in the  head and neck area was killed.",Fatality
627500,2016-10-22,37.0,12.0,Other,Latshaw Drilling,"At 11:30 a.m. on October 22, 2016, an employee was wiping the pipe, (a  practice conducted in the oil and gas industry). While the employee was wiping  the pipe the pipe string broke down below the hole and sent the piping in an  upward thrust in uncontrolled motion. As the piping whipped it struck the  employee on the right side of his head. The employee was killed from their  injury.",Fatality
653510,2016-11-01,42.0,16.0,Other,Three Rivers Trucking,"At 3:45 p.m., an employee was hooking up a low-boy trailer to a flat-bed tow  truck. The employee was caught and crushed between the front medal edge of  trailer and flat-bed roller. The employee sustained blunt force trauma  injuries and died.",Fatality
830300,2016-11-11,46.0,9.0,Other,Lunderby Trucking,"At 8:30 a.m. on November 11, 2016, an employee was pumping salt water brine,  when he had a heart attack and died.",Fatality
653510,2016-11-20,34.0,1.0,Burn(Chemical),Halliburton Energy Services,"At 1:15 a.m. on November 20, 2016, Employee #1 was checking a hose that was  not discharging fluid. The hose connection broke, spraying sodium hydroxide  onto the employee's chest and face. Employee #1 sustained burns to his chest  and face, and was hospitalized for his injuries.",Hospitalized injury
627510,2016-12-10,29.0,8.0,Dislocation,Britt Trucking Company,"At approximately 7:45 a.m. on December 10, 2016, an employee was spotting the  truck backing up. The employee was ran over by truck and killed.",Fatality
830500,2016-12-28,28.0,13.0,Amputation,Bos Solutions,"At approximately 1:15 p.m. on December 28, 2016, Employee #1 was moving a  shale bin with a forklift using a stringer attachment and chain.  As he was  rigging the shale bin his right middle finger was in an eye of the chain.  The  stringer attachment moved causing the chain to tighten which amputated his  finger at the second joint.  Employee #1 was hospitalized.",Non Hospitalized injury
627510,2017-01-03,55.0,16.0,Fracture,Stewart Welding And Machine,"At approximately 4:15 p.m. on January 3, 2017, Employee #1 and a coworker were  using a two ton truck to pull on a polyline pipe to straighten it out so that  it could be moved to a different pump jack.  While the line was being pulled,  Employee #1, standing off to the side, was struck in his left lower leg by the  pipe. Employee #1 was hospitalized with a fractured leg.",Hospitalized injury
420600,2017-01-03,25.0,5.0,Bruise/Contus/Abras,Accurate Drilling Systems,"At approximately 5:00 a.m. on January 3, 2017, Employee #1 was removing cones  and signs from a highway construction site wearing a reflective vest.  An out  of control vehicle struck Employee #1 causing multiple abrasions and he was  hospitalized.",Hospitalized injury
830500,2017-01-04,29.0,3.0,Amputation,Precision Driling,"At approximately 2:30 a.m. on January 4, 2017, Employee #1 wanted to lower a  hydraulic Iron worker that was obstructing his view in preparation to use a  hydraulic tugger/winch.   While lowering the Iron worker, the unit struck the  top of the hydraulic tugger/winch while Employee #1 had his right hand resting  on the top of the winch.  Employee #1's hand was caught between the winch and  the Iron worker fracturing his right pinky finger and knuckle.  Employee #1  was hospitalized.",Hospitalized injury
830500,2017-01-04,47.0,7.0,Fracture,Liberty Oilfield Services Llc,"At approximately 6:45 a.m. on January 4, 2017, Employee #1 was getting out of  a company vehicle and slipped on ice and fell and fractured his leg.  Employee  #1 was hospitalized.",Hospitalized injury
830300,2017-01-04,24.0,14.0,Burn/Scald(Heat),"C & D Oilfield Services, Inc.","At approximately 1:30 p.m. on January 4, 2017, an employee was preparing to  check valves in the treater shack. The treater shack caught fire and the  employee was burned to death.",Fatality
627510,2017-01-06,32.0,11.0,Bruise/Contus/Abras,Downing Wellhead Equipment Inc.,"At 11:00 a.m. on January 6, 2017, an employee was removing a BOP.  The  employee was struck by air pressure when the VR valve was loosened, resulting  in a head injury and fractured leg.",Hospitalized injury
627510,2017-01-06,36.0,11.0,Concussion,"Big Lake Services, Llc","At 11:00 a.m. on January 6, 2017, during cold weather temperatures, an  employee and a coworker were removing frozen bolts on a pressurized BOP.  During work, the employee was struck by a pressurized valve that became  airborne during its removal. The employee sustained a head injury and  fractured leg.",Hospitalized injury
627510,2017-01-10,24.0,16.0,Amputation,"Big Rock Energy Service, Llc","At 4:00 p.m. on January 10, 2017, an employee was changing a polish rod and  removed some debris from underneath an elevator before the operator the moved  the elevator cage.  The employee caught his hand between the elevator and a  well head, crushing his small and ring fingers on the employee's right hand.  The employee as hospitalized and treated for his injuries.",Non Hospitalized injury
729700,2017-01-11,65.0,15.0,Fracture,Woolsey Operating Company Llc,"At 2:40 p.m. on January 11, 2017, an employee was tapping on a valve to get it  to turn so he could replace it.  As the employee turned the valve, it dropped  off and struck the employees right leg directly below his knee, which had  been previously replaced.  The employees leg broke a couple of inches below  where the knee had been replaced when struck by the valve.  The employee was  hospitalized.",Hospitalized injury
627510,2017-01-12,62.0,,Other,Basin Anchor Steam & Pressure Solutions Inc.,Employee was using a pressure washer to clean the inside of a 500 barrel frack  tank. While cleaning the inside of the tank the employee fell unconscious and  wound up submerged in the frac fluid leading to an aspiration of petroleum  products. When management went to check on the employee he was found  unconscious and partial submerged in the tank water.,Fatality
316400,2017-01-12,19.0,7.0,Other,U.S. Well Services Llc,"At approximately 7:16 a.m. on January 12, 2017, an employee was spotting a  truck that was backing up to a sand silo at a gas well hydraulic fracturing  site. The employee crossed into the path of the backing truck and was pinned  between the truck's bumper and a support beam on the sand silo. The employee  received crushing injuries to his left side at the hip and was killed.",Fatality
830300,2017-01-12,44.0,7.0,Poisoning(Systemic),Liberty Oilfield Services Llc,"At 7:00 a.m. on January 12, 2017, an employee was overcome by carbon monoxide  and was hospitalized.  No further details were provided in the initial report.",Hospitalized injury
